PC1,PC2,PC3,domain,difficulty_level
-0.5521394038697605,-0.2008301156161783,0.2283805707037517,AI & ML,58
-0.7895448193457767,0.05825314140628873,1.9218665341327716,AI & ML,51
-0.4901460831359723,0.3011192460221972,1.3551742074949364,AI & ML,70
-1.9321104269102034,0.8115883750905901,1.5124563364388686,AI & ML,32
-1.260852736796882,-0.6728285118547027,0.7591185330030944,AI & ML,34
-1.1406873137632938,0.09571909681812232,2.090028949682408,AI & ML,20
-0.7510428745730431,-0.12556529591059226,0.6878398181118206,AI & ML,60
-0.6597303016745198,-0.41823271570233805,0.2976302834016977,AI & ML,48
-0.7101049172714362,-0.5823358989279498,1.6246520737359642,AI & ML,33
-1.0485165481622494,-0.8860230410700772,0.8544937178711434,AI & ML,41
-0.8906812446270481,0.3064540006504645,2.224025051699723,AI & ML,72
-1.2935350612727161,0.04149096985290281,0.4864392521807002,AI & ML,51
-0.9266272992260344,-0.20138798201350006,1.9667986374405335,AI & ML,69
-1.1422654362209512,-0.15667393045986885,1.4370524715260653,AI & ML,72
-1.379527935301888,-0.2475937870160475,1.5798266774667704,AI & ML,54
-0.7715148053905639,-1.0343252830226903,0.2970305198120302,AI & ML,72
-0.3291970912897273,-1.3491926501477471,-0.8506320266569687,AI & ML,56
-3.5997118843610965,1.931603705015152,-0.7887871568436319,AI & ML,57
-0.6450324342139909,-0.9060565712414901,-0.6987192411714007,AI & ML,74
-1.5241475839666174,-0.4061289775395436,0.6390052572129383,AI & ML,57
-3.1154544808655436,2.379848699441773,-1.6998457389813326,AI & ML,55
-0.8403626288322769,-0.10186105862248926,-0.2655364571780949,AI & ML,73
-0.04755043463913129,0.10820323902521241,1.1792246412555716,AI & ML,72
-3.0367658588662096,1.7967186148403398,-1.2244309699802678,AI & ML,42
-0.7757120505819985,-0.7749893843941165,0.026427993568037135,AI & ML,31
-0.93612862065796,-0.615206552163176,-0.04461344123649411,AI & ML,38
-0.9063854801335106,0.09625277948606623,0.7627127065130415,AI & ML,49
-0.44277175821650355,-1.0228219455979113,0.3393982022925234,AI & ML,43
-2.2082282650933354,1.7104050187452582,1.7998917024693613,AI & ML,65
-0.5115950424634693,-1.182724113172946,-0.20576794273241822,AI & ML,71
-0.6135922661547466,0.11165137332670912,2.514315840435079,AI & ML,71
-1.1263284322606921,-0.19542168196658327,2.5673208996231662,AI & ML,71
-2.3257670749441086,1.0976167719560015,3.7432830241653843,AI & ML,64
-2.208697287789133,1.7843336513019543,0.08813947859382026,AI & ML,37
-0.7613987101304743,-1.6834958664696316,-0.47397220355359315,AI & ML,54
-0.6040893782765328,0.2025956244468224,1.7547112162954943,AI & ML,68
-1.0302491944527092,0.01685332273073172,3.48238670864336,AI & ML,53
-2.482039520837854,1.93985095568062,-0.2839413867199534,AI & ML,60
-1.1222418546763417,-0.30164217520436737,2.2778903492869063,AI & ML,47
-0.5262642510943677,0.2556925822288156,-0.2601892435300968,AI & ML,17
-0.6531799769027531,-0.038631654427129763,0.30663308542636464,AI & ML,43
-2.5036729730327565,2.271720005406878,0.31946943551308327,AI & ML,69
-2.7232256597251543,1.0575564512308957,-1.2147388563209707,AI & ML,75
-2.925783450116439,2.834670653379033,3.667706729851444,AI & ML,64
-0.9186488606460709,-0.2607217241579298,0.8279398252774355,AI & ML,66
-2.6690117114173098,1.8215386668910505,-0.9842970867106043,AI & ML,66
-0.4223010737454075,-0.13981906704518388,0.6504013006339227,AI & ML,52
-0.22043314005943296,-0.9047442913935306,0.3341777343272506,AI & ML,69
-0.15491386721282424,-0.2829567748507441,1.7871021776694078,AI & ML,66
-0.16886632544273503,0.46330692519006383,0.835282110283373,AI & ML,72
-0.6870636608628093,-0.31743832199851657,-0.3195977679661781,AI & ML,44
-2.926007167181102,1.589570271327715,-2.085661914722343,AI & ML,41
-1.1422654362209512,-0.15667393045986885,1.4370524715260653,AI & ML,63
-0.49703422988417095,0.24534709472904428,1.2299749145181376,AI & ML,60
-0.4160678848879607,-0.5938106089444367,2.3854705345115224,AI & ML,63
-0.49935218748280225,0.07131395398225071,0.14099854847091114,AI & ML,55
-1.5132048067566355,0.7029027990797708,-0.3265690283433755,AI & ML,18
-0.62519143647485,-0.10114743082072143,1.9912514856012817,AI & ML,27
-0.5659156973661579,-0.31237441820248407,-0.02201801524984556,AI & ML,45
-0.6213250463681489,-0.03021449610491113,2.165606270545881,AI & ML,55
-0.47668179804396105,-1.0035264477261026,-0.482966921285047,AI & ML,15
-0.37199525487401475,-0.8627301226905003,0.8837424959742997,AI & ML,42
-1.2011547255787507,-1.1128981541051637,-1.198910670693153,AI & ML,75
